index,filename,quality,width,height,psnr_db,ssim,bpp,compression_ratio,jpeg_q_match,jpeg_bpp,jpeg_psnr,jpeg_ssim,jpeg_opt_q,jpeg_opt_bpp,jpeg_opt_psnr,jpeg_opt_ssim,original_kb,compressed_kb,time_sec
183,0183.png,75,256,256,30.0054,0.898811,2.0591,11.6559,71,2.0437,29.8166,0.896099,73,2.072,30.0187,0.899811,192.0,16.47,0.209
183,0183.png,90,256,256,32.87,0.943022,3.4693,6.9178,89,3.4739,33.0287,0.945198,89,3.4021,33.0287,0.945198,192.0,27.75,0.25
184,0184.png,10,256,256,27.1874,0.786397,0.2413,99.4728,2,0.2429,22.3287,0.418634,8,0.2452,26.4046,0.740183,192.0,1.93,0.147
184,0184.png,25,256,256,30.2325,0.879189,0.4707,50.9925,16,0.472,29.0009,0.845057,21,0.4663,29.8991,0.870272,192.0,3.77,0.154
184,0184.png,50,256,256,32.4271,0.917753,0.7477,32.0993,38,0.7437,31.8296,0.908889,43,0.7419,32.2589,0.914376,192.0,5.98,0.165
184,0184.png,75,256,256,34.5829,0.942733,1.1366,21.1154,70,1.1407,34.4084,0.940966,72,1.1389,34.6165,0.943156,192.0,9.09,0.177
184,0184.png,90,256,256,37.2334,0.965142,1.9293,12.4397,88,1.8942,37.3396,0.964026,89,1.9102,37.5767,0.965469,192.0,15.43,0.199
185,0185.png,10,256,256,26.3123,0.758888,0.3457,69.4237,5,0.3457,23.7394,0.67627,8,0.3423,25.6392,0.736456,192.0,2.77,0.154
185,0185.png,25,256,256,29.3325,0.85358,0.6624,36.2328,19,0.6708,28.7296,0.837624,22,0.6688,29.1807,0.848926,192.0,5.3,0.165
185,0185.png,50,256,256,31.3359,0.896273,1.0272,23.364,41,1.0271,31.1497,0.893311,44,1.0238,31.3812,0.897898,192.0,8.22,0.173
185,0185.png,75,256,256,33.2373,0.924349,1.5086,15.9086,70,1.4976,33.3294,0.925588,72,1.5044,33.5569,0.928376,192.0,12.07,0.188
185,0185.png,90,256,256,35.8165,0.952104,2.4681,9.7241,88,2.4392,36.3427,0.956093,89,2.4569,36.6115,0.95834,192.0,19.74,0.223
186,0186.png,10,256,256,17.4454,0.809835,0.9474,25.3336,7,0.9786,16.8199,0.782355,9,0.9542,17.4358,0.807693,192.0,7.58,0.181
186,0186.png,25,256,256,20.9483,0.913112,1.7671,13.5813,21,1.7458,20.2813,0.898749,23,1.7493,20.6886,0.907586,192.0,14.14,0.204
186,0186.png,50,256,256,24.5224,0.959832,2.6369,9.1015,44,2.6332,23.9647,0.95462,46,2.6285,24.2084,0.956936,192.0,21.1,0.224
186,0186.png,75,256,256,28.4066,0.982562,3.6593,6.5587,71,3.6562,27.7461,0.980008,73,3.6704,28.1456,0.981582,192.0,29.27,0.257
186,0186.png,90,256,256,33.3165,0.994094,5.2859,4.5403,88,5.3606,32.9284,0.993528,89,5.2173,33.4166,0.9942,192.0,42.29,0.294
187,0187.png,10,256,256,29.7815,0.775365,0.1221,196.5343,1,0.2113,23.8917,0.614261,6,0.1226,26.999,0.701897,192.0,0.98,0.143
187,0187.png,25,256,256,33.6538,0.870138,0.2775,86.4971,10,0.2773,29.8316,0.781385,20,0.2769,33.0211,0.858702,192.0,2.22,0.152
187,0187.png,50,256,256,35.9419,0.912161,0.4803,49.9703,33,0.4849,34.8919,0.895614,43,0.4807,35.6734,0.909478,192.0,3.84,0.153
187,0187.png,75,256,256,37.8223,0.937524,0.7805,30.7488,68,0.7897,37.4942,0.933971,71,0.7804,37.7756,0.937012,192.0,6.24,0.165
187,0187.png,90,256,256,39.9201,0.957339,1.4302,16.7806,88,1.4121,39.8495,0.955765,89,1.4224,40.0687,0.957457,192.0,11.44,0.192
188,0188.png,10,256,256,31.4792,0.935322,0.1129,212.6067,1,0.2198,23.4894,0.794754,4,0.113,27.75,0.900774,192.0,0.9,0.14
188,0188.png,25,256,256,35.8498,0.956775,0.188,127.6261,1,0.2198,23.4894,0.794754,16,0.1888,33.6379,0.948727,192.0,1.5,0.14
188,0188.png,50,256,256,38.8957,0.970499,0.283,84.7951,15,0.2817,34.0561,0.948093,36,0.2836,37.4016,0.966055,192.0,2.26,0.143
188,0188.png,75,256,256,41.3132,0.979381,0.4276,56.1276,53,0.4275,38.6333,0.969842,68,0.4274,39.4634,0.977003,192.0,3.42,0.15
188,0188.png,90,256,256,44.6305,0.987456,0.7615,31.5165,87,0.7627,43.7954,0.985252,88,0.7502,44.0997,0.985863,192.0,6.09,0.163
189,0189.png,10,256,256,20.336,0.876947,0.8985,26.7126,7,0.8732,19.2394,0.845792,9,0.901,20.054,0.867971,192.0,7.19,0.178
189,0189.png,25,256,256,23.2364,0.933327,1.5508,15.4764,21,1.5398,22.7063,0.925575,23,1.5491,23.0001,0.930327,192.0,12.41,0.189
189,0189.png,50,256,256,25.3953,0.957064,2.2682,10.5809,44,2.2802,25.0574,0.954266,46,2.2705,25.222,0.955727,192.0,18.15,0.211
189,0189.png,75,256,256,27.3421,0.972294,3.1716,7.5671,71,3.1907,27.085,0.970971,73,3.1705,27.2863,0.97226,192.0,25.37,0.233
189,0189.png,90,256,256,29.6579,0.983671,4.8201,4.9792,88,4.8817,29.7778,0.984552,89,4.7307,30.0245,0.985452,192.0,38.56,0.283
190,0190.png,10,256,256,28.634,0.804248,0.1917,125.228,1,0.2311,22.8935,0.66558,7,0.1947,26.8163,0.761803,192.0,1.53,0.146
190,0190.png,25,256,256,32.9042,0.894615,0.3655,65.6619,12,0.3706,29.759,0.834957,19,0.3634,32.0721,0.881734,192.0,2.92,0.158
190,0190.png,50,256,256,35.3808,0.928945,0.5904,40.6509,33,0.5879,34.116,0.914851,41,0.5885,34.9557,0.924958,192.0,4.72,0.162
190,0190.png,75,256,256,37.4834,0.950643,0.9158,26.2078,68,0.9229,37.1093,0.947082,70,0.9099,37.3126,0.948749,192.0,7.33,0.194
190,0190.png,90,256,256,39.8476,0.968479,1.6052,14.9517,88,1.6101,39.8097,0.96703,89,1.6141,40.0312,0.96819,192.0,12.84,0.197
191,0191.png,10,256,256,26.3126,0.716595,0.2504,95.8479,3,0.2467,22.132,0.497193,8,0.2534,25.8699,0.69674,192.0,2.0,0.147
191,0191.png,25,256,256,29.0534,0.820601,0.4978,48.2119,17,0.5,28.2795,0.794884,21,0.4929,28.9479,0.815646,192.0,3.98,0.154
191,0191.png,50,256,256,30.6866,0.869021,0.7802,30.7621,39,0.783,30.6044,0.864531,43,0.7728,30.8118,0.869055,192.0,6.24,0.161
191,0191.png,75,256,256,32.1192,0.902282,1.1783,20.3689,70,1.1849,32.4788,0.904732,72,1.1874,32.6593,0.908735,192.0,9.43,0.181
191,0191.png,90,256,256,33.9971,0.93246,1.9923,12.0463,88,1.9622,34.8289,0.939859,89,1.9869,35.0428,0.942167,192.0,15.94,0.218
192,0192.png,10,256,256,29.7212,0.835047,0.2225,107.8782,1,0.241,23.6826,0.514347,7,0.2181,28.0994,0.714541,192.0,1.78,0.147
192,0192.png,25,256,256,33.0534,0.922779,0.4002,59.9735,13,0.3977,30.8472,0.875309,20,0.395,32.3813,0.917596,192.0,3.2,0.159
192,0192.png,50,256,256,35.3023,0.955532,0.6133,39.1347,35,0.6132,34.4139,0.945337,42,0.6105,34.9644,0.950782,192.0,4.91,0.158
192,0192.png,75,256,256,37.2071,0.9709,0.9053,26.5091,68,0.9082,36.7392,0.968236,71,0.91,37.0354,0.969925,192.0,7.24,0.171
192,0192.png,90,256,256,39.4712,0.981636,1.5025,15.9737,88,1.5107,39.4239,0.980229,89,1.506,39.6172,0.980845,192.0,12.02,0.189
193,0193.png,10,256,256,25.2996,0.846981,0.2906,82.5867,4,0.2897,21.1194,0.746003,8,0.2919,24.7296,0.826204,192.0,2.32,0.146
193,0193.png,25,256,256,28.1889,0.905226,0.5642,42.5386,17,0.5637,27.1746,0.887,21,0.5583,27.7016,0.895994,192.0,4.51,0.159
193,0193.png,50,256,256,30.2813,0.936628,0.8874,27.0465,40,0.88,29.7308,0.929146,44,0.8837,30.0313,0.933572,192.0,7.1,0.17
193,0193.png,75,256,256,32.5992,0.959154,1.3404,17.9052,70,1.329,32.232,0.956191,72,1.3357,32.5001,0.958028,192.0,10.72,0.258
193,0193.png,90,256,256,36.2813,0.979978,2.1751,11.0338,88,2.1444,36.1408,0.978477,89,2.157,36.4705,0.979666,192.0,17.4,0.215
194,0194.png,10,256,256,31.0047,0.92399,0.1117,214.8721,1,0.2163,23.7074,0.90327,4,0.1084,25.1462,0.914215,192.0,0.89,0.144
194,0194.png,25,256,256,35.6593,0.953795,0.1952,122.9665,1,0.2163,23.7074,0.90327,16,0.1945,33.6579,0.941151,192.0,1.56,0.142
194,0194.png,50,256,256,38.3426,0.968022,0.2845,84.3494,14,0.2843,33.1489,0.936572,34,0.2823,36.8281,0.96205,192.0,2.28,0.144
194,0194.png,75,256,256,40.5991,0.976254,0.429,55.942,53,0.4281,38.6538,0.969198,68,0.4321,40.0996,0.974576,192.0,3.43,0.153
194,0194.png,90,256,256,44.3636,0.984456,0.8138,29.4908,87,0.8058,43.1622,0.981733,89,0.8289,43.7907,0.982963,192.0,6.51,0.167
195,0195.png,10,256,256,27.836,0.797745,0.2209,108.6682,1,0.2361,22.2997,0.674294,7,0.2136,26.7713,0.783648,192.0,1.77,0.148
195,0195.png,25,256,256,30.9751,0.865781,0.4215,56.9363,15,0.4225,29.6129,0.839381,21,0.4246,30.6551,0.862061,192.0,3.37,0.15
195,0195.png,50,256,256,33.036,0.901063,0.6783,35.385,38,0.6848,32.4939,0.893018,43,0.6729,32.8234,0.898436,192.0,5.43,0.159
195,0195.png,75,256,256,34.7737,0.925145,1.064,22.5562,69,1.0537,34.5371,0.922009,72,1.0664,34.8263,0.925574,192.0,8.51,0.172
195,0195.png,90,256,256,37.3099,0.953024,1.9663,12.2055,89,1.999,37.56,0.954009,89,1.9331,37.56,0.954009,192.0,15.73,0.203
196,0196.png,10,256,256,27.9171,0.663268,0.1645,145.8922,1,0.2261,22.6602,0.533844,7,0.1669,26.6958,0.606845,192.0,1.32,0.145
196,0196.png,25,256,256,30.9425,0.785698,0.3655,65.6591,14,0.3621,29.4233,0.727373,21,0.3685,30.7307,0.777709,192.0,2.92,0.161
196,0196.png,50,256,256,32.7183,0.850275,0.6322,37.9644,37,0.631,32.352,0.836109,43,0.6256,32.6884,0.847492,192.0,5.06,0.168
196,0196.png,75,256,256,34.3545,0.890439,1.0261,23.3901,69,1.0249,34.2676,0.88509,72,1.0333,34.5447,0.891358,192.0,8.21,0.181
196,0196.png,90,256,256,36.7117,0.9291,1.8785,12.776,89,1.9049,37.2737,0.932634,89,1.861,37.2737,0.932634,192.0,15.03,0.207
197,0197.png,10,256,256,25.8937,0.761503,0.3407,70.4499,5,0.3372,23.3146,0.650361,8,0.3335,25.2842,0.736641,192.0,2.73,0.157
197,0197.png,25,256,256,28.9027,0.85006,0.6833,35.125,19,0.6813,28.3878,0.834246,22,0.6796,28.8276,0.846323,192.0,5.47,0.166
197,0197.png,50,256,256,30.7364,0.893137,1.0707,22.416,41,1.0687,30.6319,0.890608,45,1.0726,30.8321,0.894926,192.0,8.57,0.18
197,0197.png,75,256,256,32.2811,0.920883,1.5892,15.1015,70,1.5796,32.399,0.921446,72,1.5856,32.6177,0.925171,192.0,12.71,0.207
197,0197.png,90,256,256,34.3986,0.945975,2.597,9.2413,88,2.561,34.7957,0.950885,89,2.5728,34.9948,0.952752,192.0,20.78,0.257
198,0198.png,10,256,256,25.2446,0.776523,0.3279,73.2007,5,0.3347,22.8587,0.700861,8,0.3248,24.7197,0.74265,192.0,2.62,0.155
198,0198.png,25,256,256,28.1377,0.853478,0.6284,38.1921,18,0.6318,27.6673,0.842422,21,0.6235,28.1041,0.854317,192.0,5.03,0.168
198,0198.png,50,256,256,29.8758,0.893121,0.958,25.0532,40,0.9519,30.0053,0.893936,44,0.9673,30.3147,0.899384,192.0,7.66,0.173
198,0198.png,75,256,256,31.3752,0.918822,1.3883,17.2869,70,1.3981,31.9995,0.926717,72,1.3976,32.2223,0.92863,192.0,11.11,0.183
198,0198.png,90,256,256,33.4634,0.944976,2.2481,10.6755,88,2.2452,34.567,0.953809,89,2.2371,34.781,0.955983,192.0,17.99,0.209
199,0199.png,10,256,256,29.1899,0.858314,0.216,111.1094,1,0.2395,23.37,0.735899,7,0.212,27.7564,0.829142,192.0,1.73,0.154
199,0199.png,25,256,256,32.9912,0.920563,0.3899,61.5506,13,0.3914,30.5539,0.884419,20,0.3884,32.2358,0.912981,192.0,3.12,0.155
199,0199.png,50,256,256,35.5158,0.948797,0.5965,40.236,35,0.6003,34.4931,0.940248,42,0.5934,35.0413,0.945282,192.0,4.77,0.159
199,0199.png,75,256,256,37.6242,0.96451,0.8905,26.9501,68,0.896,37.1043,0.961584,71,0.8943,37.4219,0.963321,192.0,7.12,0.167
199,0199.png,90,256,256,40.0268,0.977234,1.5401,15.5834,88,1.5356,39.8642,0.975786,89,1.5427,40.0972,0.976615,192.0,12.32,0.192
200,0200.png,10,256,256,28.1001,0.798402,0.233,103.0103,1,0.234,22.7337,0.579466,8,0.2386,26.9265,0.761693,192.0,1.86,0.155
200,0200.png,25,256,256,31.5179,0.888584,0.4744,50.5907,16,0.4785,30.1022,0.855024,21,0.4742,31.023,0.875612,192.0,3.8,0.162
200,0200.png,50,256,256,33.5833,0.926534,0.7646,31.3889,38,0.7618,32.9194,0.916129,44,0.7705,33.3291,0.92247,192.0,6.12,0.168
200,0200.png,75,256,256,35.6194,0.950888,1.1803,20.3344,70,1.1863,35.1795,0.946493,72,1.1808,35.3898,0.948669,192.0,9.44,0.188
200,0200.png,90,256,256,38.506,0.972382,2.0368,11.7831,89,2.0702,38.3631,0.970922,89,2.0194,38.3631,0.970922,192.0,16.29,0.227
201,0201.png,10,256,256,25.1386,0.691098,0.2827,84.882,5,0.2896,22.9472,0.573918,8,0.2711,24.4634,0.655724,192.0,2.26,0.168
201,0201.png,25,256,256,27.99,0.81961,0.6458,37.1616,18,0.6427,27.0141,0.783816,22,0.642,27.6367,0.806531,192.0,5.17,0.165
201,0201.png,50,256,256,30.1945,0.883677,1.0918,21.9824,41,1.0876,29.6561,0.870283,46,1.1017,30.0497,0.879908,192.0,8.73,0.177
201,0201.png,75,256,256,32.8492,0.927731,1.7107,14.0294,71,1.7013,32.3707,0.921747,73,1.7167,32.6273,0.925101,192.0,13.69,0.195
201,0201.png,90,256,256,37.2461,0.967496,2.8917,8.2996,89,2.8967,36.852,0.964753,89,2.8414,36.852,0.964753,192.0,23.13,0.228
202,0202.png,10,256,256,25.7138,0.762291,0.3013,79.6669,4,0.2981,22.3364,0.620576,8,0.3046,25.1108,0.732851,192.0,2.41,0.154
202,0202.png,25,256,256,28.6394,0.859035,0.5841,41.0916,17,0.5886,27.7105,0.830886,21,0.5835,28.4088,0.852027,192.0,4.67,0.155
202,0202.png,50,256,256,30.4406,0.901634,0.8987,26.7049,38,0.8933,30.1947,0.896053,43,0.8932,30.509,0.90166,192.0,7.19,0.167
202,0202.png,75,256,256,32.0423,0.929379,1.3309,18.0325,69,1.3259,32.5672,0.933229,71,1.3273,32.8313,0.936159,192.0,10.65,0.181
202,0202.png,90,256,256,34.7212,0.958286,2.1686,11.0671,88,2.1631,35.4945,0.962894,89,2.1682,35.7126,0.965001,192.0,17.35,0.206
203,0203.png,10,256,256,25.4731,0.591225,0.2131,112.6451,1,0.2153,22.1435,0.370466,8,0.2052,24.922,0.551796,192.0,1.7,0.147
203,0203.png,25,256,256,28.1039,0.752876,0.5669,42.3348,17,0.5586,27.0873,0.698787,22,0.5608,27.7557,0.736866,192.0,4.54,0.16
203,0203.png,50,256,256,30.0089,0.831264,1.005,23.8805,40,1.0045,29.4064,0.810009,46,1.0142,29.8167,0.824831,192.0,8.04,0.177
203,0203.png,75,256,256,32.0775,0.887355,1.6298,14.7255,71,1.6351,31.6851,0.879126,73,1.6305,31.9,0.883918,192.0,13.04,0.192
203,0203.png,90,256,256,35.5923,0.944051,2.8875,8.3117,89,2.868,35.2663,0.940718,89,2.8151,35.2663,0.940718,192.0,23.1,0.229
204,0204.png,10,256,256,30.043,0.795332,0.1573,152.5867,1,0.2181,22.0421,0.59856,7,0.1578,28.2675,0.752342,192.0,1.26,0.146
204,0204.png,25,256,256,34.349,0.896182,0.3392,70.7446,13,0.3428,31.2762,0.832701,21,0.3413,33.9472,0.886225,192.0,2.71,0.153
204,0204.png,50,256,256,37.1495,0.936575,0.5623,42.6782,35,0.566,35.9144,0.921916,43,0.5588,36.6859,0.931741,192.0,4.5,0.16
204,0204.png,75,256,256,39.3859,0.958241,0.8902,26.9612,68,0.8872,38.7658,0.953221,71,0.8872,39.1131,0.956029,192.0,7.12,0.168
204,0204.png,90,256,256,41.9654,0.974682,1.5586,15.3985,88,1.5389,41.5665,0.972162,89,1.5502,41.7392,0.973162,192.0,12.47,0.19
205,0205.png,10,256,256,24.5074,0.702018,0.3366,71.3026,5,0.3243,22.5372,0.573871,8,0.322,23.8099,0.664576,192.0,2.69,0.159
205,0205.png,25,256,256,27.0072,0.818591,0.7381,32.5167,19,0.7484,26.3614,0.791869,22,0.7307,26.7448,0.80751,192.0,5.9,0.172
205,0205.png,50,256,256,28.7642,0.876268,1.2252,19.5881,42,1.222,28.3924,0.865951,46,1.2382,28.6673,0.873278,192.0,9.8,0.185
205,0205.png,75,256,256,30.9172,0.919069,1.9101,12.5647,72,1.9243,30.6723,0.915113,73,1.9159,30.7914,0.917052,192.0,15.28,0.204
205,0205.png,90,256,256,34.5834,0.962926,3.2799,7.3172,89,3.2793,34.3915,0.960792,89,3.2151,34.3915,0.960792,192.0,26.24,0.239
206,0206.png,10,256,256,21.8449,0.649784,0.4505,53.2705,6,0.4482,20.6932,0.610008,8,0.4357,21.5757,0.639411,192.0,3.6,0.162
206,0206.png,25,256,256,23.9548,0.728196,0.8184,29.3264,19,0.8263,23.8534,0.726391,22,0.8235,24.2076,0.739055,192.0,6.55,0.169
206,0206.png,50,256,256,25.5137,0.782595,1.251,19.1848,41,1.2632,25.8113,0.795036,45,1.2527,26.0641,0.801374,192.0,10.01,0.247
206,0206.png,75,256,256,27.2853,0.831553,1.8348,13.0803,69,1.827,27.9166,0.850163,72,1.8314,28.2302,0.857721,192.0,14.68,0.2
206,0206.png,90,256,256,29.1793,0.886441,2.9192,8.2214,88,2.9417,30.2618,0.907012,89,2.9144,30.3967,0.910191,192.0,23.35,0.235
207,0207.png,10,256,256,25.5282,0.680857,0.2824,84.9967,5,0.295,22.7876,0.542076,8,0.2722,24.8237,0.647167,192.0,2.26,0.153
207,0207.png,25,256,256,28.0094,0.807762,0.6489,36.9851,18,0.6411,27.2395,0.776479,22,0.6396,27.784,0.799122,192.0,5.19,0.167
207,0207.png,50,256,256,29.7307,0.863472,1.0829,22.163,41,1.0792,29.416,0.854348,45,1.0764,29.6318,0.860809,192.0,8.66,0.18
207,0207.png,75,256,256,31.6044,0.903192,1.6871,14.2256,71,1.6841,31.4159,0.900023,73,1.6957,31.6047,0.90338,192.0,13.5,0.196
207,0207.png,90,256,256,34.128,0.938092,2.8623,8.3848,89,2.8676,34.2692,0.939806,89,2.8031,34.2692,0.939806,192.0,22.9,0.235
208,0208.png,10,256,256,23.6028,0.710573,0.4026,59.6166,6,0.4031,21.9209,0.630633,9,0.4159,23.3396,0.695726,192.0,3.22,0.155
208,0208.png,25,256,256,25.9842,0.815372,0.8255,29.0727,20,0.8333,25.5458,0.800044,23,0.8364,25.929,0.813689,192.0,6.6,0.17
208,0208.png,50,256,256,27.8547,0.870208,1.3219,18.1555,43,1.3209,27.6233,0.865718,46,1.3276,27.8735,0.871694,192.0,10.58,0.183
208,0208.png,75,256,256,30.156,0.914514,1.9939,12.0365,71,1.9778,29.9887,0.912554,73,2.0057,30.2332,0.916111,192.0,15.95,0.209
208,0208.png,90,256,256,33.5616,0.954183,3.2561,7.3708,89,3.2911,33.9352,0.957296,89,3.2012,33.9352,0.957296,192.0,26.05,0.244
209,0209.png,10,256,256,23.6887,0.685634,0.3354,71.5459,5,0.3256,21.4783,0.573314,9,0.3525,23.3592,0.670463,192.0,2.68,0.155
209,0209.png,25,256,256,26.1853,0.80736,0.7265,33.0357,19,0.7366,25.4822,0.777154,22,0.7191,25.9104,0.795583,192.0,5.81,0.162
209,0209.png,50,256,256,28.4189,0.873273,1.2078,19.8702,42,1.2117,27.879,0.860428,45,1.1997,28.1285,0.866628,192.0,9.66,0.177
209,0209.png,75,256,256,31.4838,0.924291,1.8841,12.7379,71,1.8715,30.8696,0.916733,73,1.8928,31.1959,0.920669,192.0,15.07,0.2
209,0209.png,90,256,256,36.7597,0.970895,3.1354,7.6545,89,3.1411,36.1984,0.967477,89,3.0806,36.1984,0.967477,192.0,25.08,0.248
210,0210.png,10,256,256,26.1524,0.770172,0.2952,81.2934,4,0.2955,22.5297,0.668604,8,0.2975,25.5381,0.75419,192.0,2.36,0.157
210,0210.png,25,256,256,29.219,0.846969,0.5748,41.756,17,0.5662,28.2173,0.824161,21,0.5709,28.9057,0.841499,192.0,4.6,0.161
210,0210.png,50,256,256,31.1238,0.883774,0.9074,26.4502,40,0.9001,30.8066,0.878912,44,0.9076,31.0809,0.884254,192.0,7.26,0.19
210,0210.png,75,256,256,32.8742,0.910753,1.3714,17.5008,70,1.3671,32.8138,0.91027,72,1.3738,32.9726,0.912406,192.0,10.97,0.182
210,0210.png,90,256,256,34.9963,0.936373,2.3008,10.4313,88,2.2585,35.2172,0.93723,89,2.285,35.4182,0.939154,192.0,18.41,0.215
211,0211.png,10,256,256,24.4583,0.635837,0.3089,77.6838,5,0.296,22.392,0.486467,8,0.2924,23.9275,0.595316,192.0,2.47,0.149
211,0211.png,25,256,256,26.9761,0.778449,0.7451,32.2084,19,0.7441,26.3522,0.747644,22,0.7345,26.7331,0.76793,192.0,5.96,0.164
211,0211.png,50,256,256,28.7936,0.846899,1.2458,19.2644,42,1.2444,28.4689,0.835718,46,1.2556,28.7362,0.844723,192.0,9.97,0.179
211,0211.png,75,256,256,30.7932,0.898275,1.954,12.2827,71,1.9387,30.5428,0.893247,73,1.9601,30.7551,0.897821,192.0,15.63,0.201
211,0211.png,90,256,256,34.0873,0.947609,3.3485,7.1675,89,3.3473,34.1164,0.948436,89,3.2781,34.1164,0.948436,192.0,26.79,0.252
212,0212.png,10,256,256,23.4941,0.676188,0.3385,70.8976,5,0.3333,21.4506,0.533067,8,0.3252,22.924,0.651223,192.0,2.71,0.155
212,0212.png,25,256,256,26.2122,0.800949,0.7303,32.8639,19,0.7242,25.4085,0.769196,22,0.7192,25.8543,0.787457,192.0,5.84,0.163
212,0212.png,50,256,256,28.6625,0.869479,1.2214,19.65,43,1.2229,28.1785,0.859875,46,1.2291,28.4693,0.865517,192.0,9.77,0.18
212,0212.png,75,256,256,31.6393,0.918847,1.8965,12.6547,72,1.9081,31.2892,0.914298,73,1.9078,31.4436,0.916284,192.0,15.17,0.206
212,0212.png,90,256,256,35.6832,0.960775,3.1175,7.6986,89,3.1243,35.6362,0.958391,89,3.064,35.6362,0.958391,192.0,24.94,0.24
213,0213.png,10,256,256,15.956,0.61738,0.8126,29.5351,5,0.7921,16.0748,0.62869,9,0.8032,17.1349,0.703328,192.0,6.5,0.175
213,0213.png,25,256,256,20.115,0.859934,1.6241,14.777,21,1.6492,19.5392,0.839034,23,1.6075,19.9689,0.854722,192.0,12.99,0.2
213,0213.png,50,256,256,24.0107,0.941319,2.5023,9.5912,44,2.4963,23.3866,0.932897,47,2.4993,23.736,0.937776,192.0,20.02,0.224
213,0213.png,75,256,256,28.2302,0.976948,3.5536,6.7538,72,3.5538,27.6269,0.973673,73,3.5385,27.8542,0.974975,192.0,28.43,0.26
213,0213.png,90,256,256,34.124,0.993781,5.1578,4.6532,88,5.1438,33.3531,0.992686,89,5.071,33.8526,0.993479,192.0,41.26,0.292
214,0214.png,10,256,256,22.4102,0.71964,0.4626,51.8857,6,0.4766,21.314,0.657528,9,0.4789,22.2689,0.709871,192.0,3.7,0.157
214,0214.png,25,256,256,25.4454,0.823146,0.897,26.7553,20,0.9093,24.7885,0.802525,22,0.8839,25.1272,0.814277,192.0,7.18,0.174
214,0214.png,50,256,256,28.0225,0.881516,1.4053,17.0785,42,1.3999,27.4603,0.870836,45,1.3942,27.7565,0.876576,192.0,11.24,0.189
214,0214.png,75,256,256,31.1277,0.926009,2.0886,11.4911,71,2.0914,30.6451,0.92141,73,2.1086,30.9659,0.925144,192.0,16.71,0.206
214,0214.png,90,256,256,35.3382,0.964685,3.3276,7.2125,88,3.2682,34.87,0.961974,89,3.2916,35.2568,0.964412,192.0,26.62,0.238
215,0215.png,10,256,256,29.415,0.842933,0.2025,118.4921,1,0.235,21.8797,0.65512,7,0.2012,26.9003,0.793253,192.0,1.62,0.144
215,0215.png,25,256,256,32.7528,0.907662,0.375,64.0026,13,0.3728,30.3405,0.867212,20,0.3699,31.9878,0.896707,192.0,3.0,0.156
215,0215.png,50,256,256,35.0254,0.938008,0.6077,39.4944,37,0.6101,34.233,0.928575,43,0.6045,34.7179,0.933979,192.0,4.86,0.165
215,0215.png,75,256,256,36.9158,0.956295,0.9648,24.8753,69,0.9609,36.5085,0.952857,72,0.9718,36.8042,0.955486,192.0,7.72,0.172
215,0215.png,90,256,256,39.2455,0.972482,1.7159,13.9867,88,1.6857,39.2018,0.971319,89,1.7051,39.4269,0.972512,192.0,13.73,0.192
216,0216.png,10,256,256,24.04,0.465289,0.1854,129.4538,1,0.2097,22.0933,0.206929,8,0.1733,23.7094,0.417557,192.0,1.48,0.143
216,0216.png,25,256,256,25.6088,0.643452,0.5538,43.3403,17,0.5437,24.9874,0.578763,23,0.5627,25.5469,0.631032,192.0,4.43,0.163
216,0216.png,50,256,256,27.1493,0.752341,1.0842,22.1352,40,1.0753,26.8166,0.729879,46,1.0786,27.2491,0.753545,192.0,8.67,0.18
216,0216.png,75,256,256,30.0787,0.860479,1.8779,12.7806,71,1.8958,29.6339,0.84987,73,1.8689,29.924,0.85858,192.0,15.02,0.203
216,0216.png,90,256,256,34.3762,0.94494,3.3055,7.2606,89,3.2806,33.9812,0.940023,90,3.3947,34.3871,0.945382,192.0,26.44,0.244
217,0217.png,10,256,256,28.6056,0.826714,0.1618,148.3414,1,0.226,21.7616,0.684775,7,0.1683,28.0682,0.805694,192.0,1.29,0.145
217,0217.png,25,256,256,32.5304,0.886427,0.31,77.4276,11,0.3152,29.1577,0.83331,20,0.3125,31.8928,0.878218,192.0,2.48,0.153
217,0217.png,50,256,256,34.9238,0.918102,0.5055,47.477,33,0.5034,33.7119,0.90473,42,0.5032,34.4163,0.913321,192.0,4.04,0.159
217,0217.png,75,256,256,37.1854,0.938926,0.8287,28.9598,69,0.8324,36.6211,0.934279,71,0.8224,36.8473,0.936158,192.0,6.63,0.167
217,0217.png,90,256,256,40.3847,0.962202,1.5887,15.1064,88,1.5581,39.9061,0.958519,89,1.5732,40.1592,0.959764,192.0,12.71,0.191
218,0218.png,10,256,256,21.5956,0.68914,0.5301,45.2727,7,0.5443,20.7346,0.642427,9,0.5393,21.4301,0.680401,192.0,4.24,0.158
218,0218.png,25,256,256,23.6869,0.789212,1.0827,22.1664,21,1.09,23.4485,0.779436,23,1.0828,23.671,0.787226,192.0,8.66,0.183
218,0218.png,50,256,256,25.6266,0.842883,1.7143,13.9998,44,1.7191,25.415,0.84046,46,1.7133,25.5478,0.84383,192.0,13.71,0.265
218,0218.png,75,256,256,27.6812,0.879208,2.5705,9.3367,72,2.5715,27.632,0.882631,73,2.5762,27.7406,0.883995,192.0,20.56,0.22
218,0218.png,90,256,256,30.5999,0.915532,4.1087,5.8412,89,4.1685,30.884,0.924622,89,4.047,30.884,0.924622,192.0,32.87,0.263
