index,filename,quality,width,height,psnr_db,ssim,bpp,compression_ratio,jpeg_q_match,jpeg_bpp,jpeg_psnr,jpeg_ssim,jpeg_opt_q,jpeg_opt_bpp,jpeg_opt_psnr,jpeg_opt_ssim,original_kb,compressed_kb,time_sec
361,0361.png,90,256,256,36.1761,0.980268,3.2103,7.4761,88,3.1627,35.7398,0.978308,89,3.1681,36.1482,0.979717,192.0,25.68,0.235
362,0362.png,10,256,256,25.9282,0.682663,0.1976,121.4848,1,0.2345,22.0475,0.499497,8,0.2065,25.2572,0.652485,192.0,1.58,0.145
362,0362.png,25,256,256,28.5646,0.79831,0.4709,50.9677,16,0.4644,27.4985,0.75558,22,0.4773,28.4202,0.791721,192.0,3.77,0.161
362,0362.png,50,256,256,30.2871,0.855064,0.8266,29.0336,38,0.8225,29.8968,0.842434,44,0.8262,30.3102,0.85392,192.0,6.61,0.175
362,0362.png,75,256,256,31.8718,0.893844,1.3023,18.4293,70,1.3174,31.9623,0.892347,72,1.3083,32.1176,0.895795,192.0,10.42,0.186
362,0362.png,90,256,256,33.8256,0.928937,2.2643,10.5993,89,2.2976,34.4175,0.932792,89,2.2378,34.4175,0.932792,192.0,18.11,0.21
363,0363.png,10,256,256,22.6619,0.689785,0.4272,56.1837,6,0.4188,21.2592,0.595637,9,0.4386,22.3829,0.671411,192.0,3.42,0.158
363,0363.png,25,256,256,25.0866,0.804584,0.9032,26.5722,20,0.9139,24.5923,0.783277,23,0.9126,24.9785,0.798942,192.0,7.23,0.184
363,0363.png,50,256,256,27.2862,0.868902,1.4695,16.3319,43,1.4635,26.9201,0.859539,46,1.4648,27.1631,0.864904,192.0,11.76,0.199
363,0363.png,75,256,256,30.1039,0.918388,2.299,10.4395,72,2.2942,29.7208,0.91368,73,2.2898,29.8815,0.915761,192.0,18.39,0.25
363,0363.png,90,256,256,34.9206,0.965984,3.7748,6.3579,89,3.7858,34.5334,0.963672,89,3.7003,34.5334,0.963672,192.0,30.2,0.256
364,0364.png,10,256,256,27.4012,0.762832,0.2428,98.8352,3,0.2365,23.0301,0.545112,8,0.2437,26.5879,0.723099,192.0,1.94,0.149
364,0364.png,25,256,256,30.6787,0.874281,0.5343,44.9223,17,0.5365,29.4093,0.836882,22,0.5376,30.2661,0.863309,192.0,4.27,0.167
364,0364.png,50,256,256,32.9876,0.924074,0.8765,27.3823,39,0.8754,32.2391,0.911073,45,0.8802,32.6886,0.919242,192.0,7.01,0.174
364,0364.png,75,256,256,35.2638,0.952881,1.342,17.884,70,1.3383,34.7507,0.947766,72,1.3306,34.9861,0.95009,192.0,10.74,0.186
364,0364.png,90,256,256,38.9462,0.977418,2.2839,10.5084,89,2.3092,38.579,0.975629,89,2.255,38.579,0.975629,192.0,18.27,0.216
365,0365.png,10,256,256,29.1553,0.806944,0.1586,151.2806,1,0.2207,22.3379,0.629282,7,0.1609,27.3137,0.750266,192.0,1.27,0.147
365,0365.png,25,256,256,32.9585,0.894133,0.3333,72.011,12,0.3284,30.1389,0.831228,20,0.3268,32.1946,0.880933,192.0,2.67,0.156
365,0365.png,50,256,256,35.4698,0.93393,0.5493,43.6919,34,0.5446,34.33,0.91937,43,0.5492,35.1708,0.930359,192.0,4.39,0.164
365,0365.png,75,256,256,38.2007,0.957098,0.8645,27.7612,68,0.8596,37.4364,0.951582,71,0.8639,37.8116,0.955328,192.0,6.92,0.171
365,0365.png,90,256,256,41.5784,0.974719,1.5453,15.5308,88,1.5197,41.1318,0.972404,89,1.5337,41.3859,0.973426,192.0,12.36,0.188
366,0366.png,10,256,256,23.1544,0.752096,0.5181,46.3275,7,0.5267,22.0239,0.719163,9,0.5333,23.0525,0.751374,192.0,4.14,0.159
366,0366.png,25,256,256,26.3528,0.840011,0.9521,25.2066,20,0.9474,25.946,0.830308,22,0.9462,26.2635,0.839737,192.0,7.62,0.178
366,0366.png,50,256,256,28.624,0.888595,1.4272,16.8165,42,1.4252,28.5336,0.887609,45,1.423,28.7723,0.892002,192.0,11.42,0.189
366,0366.png,75,256,256,30.6119,0.920641,2.0464,11.7279,70,2.0397,30.7769,0.923148,72,2.0342,31.0325,0.926665,192.0,16.37,0.207
366,0366.png,90,256,256,33.3843,0.95243,3.2446,7.397,88,3.244,34.1683,0.957664,89,3.2023,34.4736,0.959971,192.0,25.96,0.24
367,0367.png,10,256,256,27.9632,0.787474,0.2362,101.6128,1,0.2417,22.0943,0.616052,7,0.2275,26.5378,0.756875,192.0,1.89,0.146
367,0367.png,25,256,256,31.5518,0.882049,0.4462,53.7915,15,0.4463,29.9091,0.842591,21,0.4509,31.127,0.875427,192.0,3.57,0.223
367,0367.png,50,256,256,33.9757,0.923487,0.7127,33.6744,38,0.7189,33.2095,0.912914,43,0.7114,33.6007,0.919561,192.0,5.7,0.168
367,0367.png,75,256,256,36.3413,0.94963,1.1017,21.7836,69,1.0917,35.8036,0.945283,72,1.1078,36.1993,0.94846,192.0,8.81,0.18
367,0367.png,90,256,256,39.621,0.970892,1.8652,12.8673,88,1.8475,39.301,0.969231,89,1.858,39.5991,0.970541,192.0,14.92,0.199
368,0368.png,10,256,256,23.2566,0.769193,0.4763,50.3929,7,0.4989,22.1914,0.708324,9,0.4814,22.944,0.752252,192.0,3.81,0.162
368,0368.png,25,256,256,26.096,0.876323,0.9676,24.8027,20,0.9741,25.507,0.858836,23,0.9749,25.9401,0.871856,192.0,7.74,0.18
368,0368.png,50,256,256,28.2864,0.924564,1.5175,15.8158,43,1.5149,27.8527,0.917589,46,1.5171,28.1259,0.922304,192.0,12.14,0.19
368,0368.png,75,256,256,31.1038,0.958147,2.2744,10.5525,72,2.2845,30.7107,0.95507,73,2.2749,30.8588,0.95638,192.0,18.19,0.21
368,0368.png,90,256,256,35.9139,0.98465,3.6672,6.5445,89,3.7043,35.415,0.983048,89,3.5952,35.415,0.983048,192.0,29.34,0.249
369,0369.png,10,256,256,20.8195,0.724869,0.6059,39.6138,7,0.5957,19.9938,0.680994,9,0.6105,20.6835,0.716565,192.0,4.85,0.162
369,0369.png,25,256,256,23.1205,0.816277,1.2272,19.5571,21,1.2283,22.9048,0.808846,23,1.2323,23.1209,0.815854,192.0,9.82,0.186
369,0369.png,50,256,256,24.7104,0.863263,1.918,12.5129,44,1.915,24.67,0.865311,47,1.9244,24.857,0.869832,192.0,15.34,0.201
369,0369.png,75,256,256,26.5329,0.89946,2.8828,8.3253,72,2.8959,26.7235,0.906299,73,2.8762,26.8299,0.907791,192.0,23.06,0.229
369,0369.png,90,256,256,29.3186,0.938552,4.6857,5.1219,89,4.7665,30.1125,0.949861,89,4.589,30.1125,0.949861,192.0,37.49,0.286
370,0370.png,10,256,256,21.9983,0.82671,0.5867,40.9046,7,0.6112,20.8265,0.796279,9,0.5986,21.738,0.819768,192.0,4.69,0.162
370,0370.png,25,256,256,24.8984,0.889935,1.0653,22.5287,20,1.0591,24.3643,0.882664,23,1.0752,24.797,0.890006,192.0,8.52,0.176
370,0370.png,50,256,256,26.8534,0.919323,1.5836,15.1549,43,1.575,26.6209,0.917142,46,1.5902,26.8216,0.919955,192.0,12.67,0.19
370,0370.png,75,256,256,28.6618,0.94108,2.313,10.3763,71,2.3027,28.6218,0.940509,73,2.3173,28.8209,0.942501,192.0,18.5,0.214
370,0370.png,90,256,256,31.1186,0.961684,3.7328,6.4295,88,3.6888,31.5997,0.96329,89,3.6479,31.9277,0.96509,192.0,29.86,0.252
371,0371.png,10,256,256,26.8832,0.836792,0.2133,112.5082,1,0.233,22.1815,0.753572,8,0.2214,26.137,0.815438,192.0,1.71,0.147
371,0371.png,25,256,256,30.0584,0.904657,0.4109,58.41,14,0.408,28.0746,0.863562,21,0.4137,29.623,0.899579,192.0,3.29,0.151
371,0371.png,50,256,256,32.3919,0.937994,0.6467,37.109,36,0.647,31.4417,0.927742,43,0.6465,32.0138,0.934025,192.0,5.17,0.16
371,0371.png,75,256,256,35.2435,0.96019,0.9926,24.1782,69,0.9961,34.4866,0.955565,71,0.9937,34.8365,0.95794,192.0,7.94,0.171
371,0371.png,90,256,256,39.4299,0.97864,1.6946,14.1624,88,1.6791,38.9321,0.976166,89,1.6925,39.2979,0.977293,192.0,13.56,0.197
372,0372.png,10,256,256,18.8501,0.69112,0.669,35.8741,7,0.6691,18.1001,0.623868,9,0.6746,18.7062,0.67875,192.0,5.35,0.169
372,0372.png,25,256,256,21.409,0.828834,1.3914,17.2488,21,1.3976,20.9521,0.809299,23,1.3781,21.24,0.82126,192.0,11.13,0.188
372,0372.png,50,256,256,24.1922,0.906297,2.2533,10.6509,45,2.2565,23.8178,0.898922,47,2.2468,24.0338,0.903451,192.0,18.03,0.214
372,0372.png,75,256,256,27.9814,0.958781,3.3308,7.2056,72,3.3181,27.4727,0.953827,73,3.3217,27.679,0.95588,192.0,26.65,0.254
372,0372.png,90,256,256,33.0063,0.986778,4.969,4.8299,88,4.9265,32.4981,0.98506,89,4.8892,32.9777,0.986662,192.0,39.75,0.318
373,0373.png,10,256,256,24.438,0.814334,0.3692,64.9998,5,0.371,22.0738,0.746807,8,0.3635,23.9653,0.79894,192.0,2.95,0.154
373,0373.png,25,256,256,27.325,0.873991,0.7317,32.8015,18,0.7286,26.5116,0.863235,22,0.7443,27.2282,0.876361,192.0,5.85,0.166
373,0373.png,50,256,256,29.6287,0.917615,1.1354,21.1381,39,1.1343,29.1331,0.911568,44,1.142,29.5523,0.917649,192.0,9.08,0.183
373,0373.png,75,256,256,31.9498,0.941415,1.671,14.3626,70,1.686,31.8071,0.942165,72,1.6727,32.0719,0.944334,192.0,13.37,0.193
373,0373.png,90,256,256,35.2558,0.966099,2.7361,8.7716,88,2.7372,35.4287,0.967999,89,2.7056,35.8008,0.969586,192.0,21.89,0.226
374,0374.png,10,256,256,29.6544,0.722516,0.1478,162.3518,1,0.2103,23.0846,0.48292,8,0.1542,27.8523,0.662281,192.0,1.18,0.142
374,0374.png,25,256,256,33.3154,0.860228,0.3871,62.0068,15,0.3944,31.3281,0.796348,22,0.3943,32.8072,0.847699,192.0,3.1,0.152
374,0374.png,50,256,256,35.7952,0.916697,0.6862,34.9774,36,0.688,34.6848,0.896325,45,0.6904,35.4221,0.91052,192.0,5.49,0.166
374,0374.png,75,256,256,37.9494,0.946434,1.0972,21.8736,69,1.097,37.2931,0.938852,72,1.0957,37.6131,0.943093,192.0,8.78,0.177
374,0374.png,90,256,256,40.5192,0.969164,1.927,12.4543,89,1.939,40.1957,0.966895,89,1.8892,40.1957,0.966895,192.0,15.42,0.205
375,0375.png,10,256,256,18.2934,0.660965,0.6174,38.8736,7,0.6227,17.726,0.628245,9,0.624,18.2947,0.65812,192.0,4.94,0.162
375,0375.png,25,256,256,20.2578,0.774038,1.2475,19.2378,21,1.2484,20.1206,0.767278,23,1.2498,20.3403,0.776286,192.0,9.98,0.181
375,0375.png,50,256,256,21.886,0.839631,1.9961,12.0236,44,1.9955,22.1001,0.844565,46,1.9895,22.2316,0.848583,192.0,15.97,0.21
375,0375.png,75,256,256,23.9648,0.891124,2.9713,8.0774,72,2.9823,24.4231,0.900915,73,2.976,24.5422,0.902825,192.0,23.77,0.238
375,0375.png,90,256,256,26.3447,0.93418,4.64,5.1724,88,4.5675,26.8728,0.941481,89,4.5649,27.0457,0.943418,192.0,37.12,0.284
376,0376.png,10,256,256,30.8383,0.747934,0.0994,241.5332,1,0.2117,24.3598,0.576772,4,0.1023,25.8544,0.64083,192.0,0.79,0.142
376,0376.png,25,256,256,35.5972,0.853361,0.1864,128.7439,1,0.2117,24.3598,0.576772,17,0.1841,34.3859,0.824069,192.0,1.49,0.143
376,0376.png,50,256,256,38.1622,0.907072,0.3239,74.0903,25,0.3251,36.0878,0.865282,40,0.3221,37.9656,0.900902,192.0,2.59,0.15
376,0376.png,75,256,256,39.9882,0.933247,0.5409,44.3698,64,0.5392,39.7273,0.9249,70,0.5417,40.1939,0.930529,192.0,4.33,0.159
376,0376.png,90,256,256,41.9518,0.956115,1.076,22.3054,88,1.09,42.4769,0.957412,89,1.0844,42.6211,0.958261,192.0,8.61,0.179
377,0377.png,10,256,256,22.288,0.675255,0.4407,54.4639,7,0.4602,21.4623,0.615168,9,0.4479,22.1427,0.65917,192.0,3.53,0.157
377,0377.png,25,256,256,24.7549,0.811545,0.9482,25.3108,20,0.9437,24.277,0.787947,23,0.9551,24.6858,0.805438,192.0,7.59,0.173
377,0377.png,50,256,256,26.7922,0.878203,1.5411,15.5729,44,1.5541,26.6166,0.872942,46,1.5447,26.7708,0.877271,192.0,12.33,0.189
377,0377.png,75,256,256,29.2142,0.928625,2.3337,10.284,72,2.338,29.1503,0.926642,73,2.3351,29.2787,0.928806,192.0,18.67,0.214
377,0377.png,90,256,256,32.6551,0.966609,3.7525,6.3958,89,3.7847,32.998,0.967986,89,3.7008,32.998,0.967986,192.0,30.02,0.255
378,0378.png,10,256,256,27.9739,0.712119,0.2038,117.7646,1,0.2239,22.8441,0.474504,8,0.2051,27.2648,0.678963,192.0,1.63,0.144
378,0378.png,25,256,256,31.6207,0.846468,0.4793,50.0737,17,0.4872,30.3488,0.805325,22,0.4791,31.3313,0.837192,192.0,3.83,0.156
378,0378.png,50,256,256,34.0269,0.904564,0.8193,29.292,39,0.8185,33.3535,0.891068,44,0.8146,33.7792,0.899538,192.0,6.55,0.171
378,0378.png,75,256,256,36.1683,0.938859,1.2812,18.7328,70,1.2803,35.794,0.93348,72,1.2719,35.9945,0.936147,192.0,10.25,0.186
378,0378.png,90,256,256,39.1067,0.967277,2.2107,10.8561,89,2.2246,38.9753,0.96608,89,2.1732,38.9753,0.96608,192.0,17.69,0.277
379,0379.png,10,256,256,26.3358,0.787364,0.2868,83.6763,4,0.287,22.6501,0.666218,8,0.2881,25.4791,0.766889,192.0,2.29,0.149
379,0379.png,25,256,256,29.3977,0.877821,0.563,42.625,17,0.5618,28.3801,0.853658,21,0.5577,29.0924,0.870151,192.0,4.5,0.16
379,0379.png,50,256,256,31.4219,0.916919,0.8919,26.91,40,0.8889,31.1371,0.912847,44,0.8964,31.5223,0.919373,192.0,7.13,0.168
379,0379.png,75,256,256,33.6537,0.945505,1.3466,17.8226,70,1.342,33.4674,0.944647,72,1.3485,33.7006,0.946784,192.0,10.77,0.187
379,0379.png,90,256,256,36.8908,0.969984,2.2439,10.6959,88,2.2046,36.9323,0.970624,89,2.2269,37.2646,0.972215,192.0,17.95,0.213
380,0380.png,10,256,256,24.55,0.652974,0.3099,77.4466,5,0.3025,22.0045,0.49305,8,0.2917,23.8675,0.607955,192.0,2.48,0.149
380,0380.png,25,256,256,27.1176,0.789373,0.7269,33.0156,18,0.7272,26.2933,0.750659,22,0.723,26.7892,0.775454,192.0,5.82,0.165
380,0380.png,50,256,256,28.8397,0.855712,1.2101,19.8331,41,1.215,28.3724,0.840294,46,1.219,28.6721,0.850582,192.0,9.68,0.183
380,0380.png,75,256,256,30.8493,0.906521,1.9393,12.3758,72,1.9521,30.6317,0.902476,73,1.9403,30.7494,0.904885,192.0,15.51,0.207
380,0380.png,90,256,256,34.7385,0.959765,3.382,7.0964,89,3.3832,34.3913,0.956678,89,3.3201,34.3913,0.956678,192.0,27.06,0.243
381,0381.png,10,256,256,25.7608,0.765459,0.2924,82.0653,4,0.2784,21.871,0.585181,8,0.2876,24.984,0.738348,192.0,2.34,0.149
381,0381.png,25,256,256,28.6745,0.866221,0.5917,40.5639,18,0.6,27.8462,0.842072,22,0.5925,28.4029,0.858511,192.0,4.73,0.158
381,0381.png,50,256,256,30.709,0.913944,0.9714,24.7069,41,0.9745,30.2205,0.904677,45,0.9694,30.5005,0.909881,192.0,7.77,0.177
381,0381.png,75,256,256,33.1461,0.945341,1.5017,15.9818,71,1.5071,32.73,0.941037,73,1.5155,32.9621,0.943223,192.0,12.01,0.195
381,0381.png,90,256,256,36.9411,0.971602,2.5457,9.4275,89,2.5674,36.6841,0.969936,89,2.5068,36.6841,0.969936,192.0,20.37,0.219
382,0382.png,10,256,256,20.1863,0.765632,0.6825,35.1651,7,0.6667,19.2578,0.717709,9,0.6818,19.9976,0.755712,192.0,5.46,0.166
382,0382.png,25,256,256,22.8963,0.868084,1.3426,17.8753,21,1.3369,22.5363,0.857468,23,1.3391,22.825,0.865915,192.0,10.74,0.198
382,0382.png,50,256,256,25.344,0.921835,2.1054,11.3994,45,2.1154,25.2224,0.920367,47,2.1117,25.4241,0.923447,192.0,16.84,0.245
382,0382.png,75,256,256,28.2543,0.956463,3.0533,7.8603,72,3.0657,28.2348,0.957144,73,3.0594,28.3882,0.958448,192.0,24.43,0.245
382,0382.png,90,256,256,31.8788,0.979339,4.6635,5.1463,88,4.6262,32.2238,0.980841,89,4.6089,32.6251,0.98242,192.0,37.31,0.286
383,0383.png,10,256,256,30.2998,0.732475,0.1008,238.0602,1,0.2106,24.0734,0.616035,4,0.0974,24.8204,0.629788,192.0,0.81,0.145
383,0383.png,25,256,256,34.1624,0.837808,0.2621,91.5574,10,0.26,30.5343,0.736966,20,0.2594,33.3782,0.818832,192.0,2.1,0.153
383,0383.png,50,256,256,36.3208,0.891055,0.5114,46.9274,34,0.5085,35.1425,0.865997,44,0.5166,35.9643,0.88418,192.0,4.09,0.16
383,0383.png,75,256,256,38.152,0.926172,0.8934,26.8645,68,0.9011,37.4648,0.91619,72,0.8994,37.8924,0.922134,192.0,7.15,0.17
383,0383.png,90,256,256,40.6798,0.956677,1.6698,14.3731,89,1.6985,40.3149,0.953339,89,1.6486,40.3149,0.953339,192.0,13.36,0.198
384,0384.png,10,256,256,23.1942,0.683368,0.3721,64.5066,6,0.3823,21.8919,0.608933,9,0.3912,22.9817,0.671935,192.0,2.98,0.157
384,0384.png,25,256,256,25.6401,0.794405,0.7804,30.7536,19,0.7787,25.0099,0.768419,22,0.7743,25.4138,0.783724,192.0,6.24,0.169
384,0384.png,50,256,256,27.6366,0.861383,1.2847,18.6819,43,1.2916,27.3161,0.8528,46,1.2952,27.5392,0.858586,192.0,10.28,0.184
384,0384.png,75,256,256,30.0108,0.909922,1.9803,12.1193,71,1.9692,29.7129,0.90446,73,2.0022,29.9761,0.909165,192.0,15.84,0.207
384,0384.png,90,256,256,33.5367,0.956441,3.3012,7.2701,89,3.3157,33.7013,0.956012,89,3.2544,33.7013,0.956012,192.0,26.41,0.244
385,0385.png,10,256,256,21.6778,0.722486,0.5178,46.3534,6,0.5004,20.5251,0.669846,9,0.5325,21.6522,0.723227,192.0,4.14,0.163
385,0385.png,25,256,256,24.6161,0.837631,1.0068,23.8371,20,1.0088,24.1424,0.824698,23,1.0225,24.5665,0.838627,192.0,8.05,0.179
385,0385.png,50,256,256,26.9992,0.90064,1.5995,15.0048,43,1.5914,26.63,0.894496,46,1.6091,26.8857,0.900347,192.0,12.8,0.199
385,0385.png,75,256,256,29.4766,0.942622,2.3858,10.0597,71,2.368,29.1853,0.9389,73,2.4001,29.4587,0.942417,192.0,19.09,0.226
385,0385.png,90,256,256,33.0121,0.974056,3.7958,6.3227,89,3.8489,33.1609,0.974684,89,3.7472,33.1609,0.974684,192.0,30.37,0.254
386,0386.png,10,256,256,22.6357,0.721057,0.4061,59.0947,6,0.4073,21.3361,0.641288,9,0.4182,22.4111,0.706892,192.0,3.25,0.157
386,0386.png,25,256,256,24.9571,0.829288,0.8514,28.1875,20,0.8608,24.4838,0.810868,22,0.8397,24.7752,0.820698,192.0,6.81,0.172
386,0386.png,50,256,256,27.2781,0.89238,1.3944,17.2116,43,1.3948,26.9413,0.884774,46,1.403,27.2211,0.890942,192.0,11.16,0.19
386,0386.png,75,256,256,30.5406,0.939733,2.1199,11.3215,72,2.1331,30.1407,0.936082,73,2.1313,30.3195,0.93798,192.0,16.96,0.213
386,0386.png,90,256,256,35.1293,0.972461,3.3538,7.1561,89,3.3805,35.1016,0.972269,89,3.3076,35.1016,0.972269,192.0,26.83,0.25
387,0387.png,10,256,256,25.9191,0.721882,0.2053,116.8807,1,0.2361,20.3729,0.553003,8,0.2151,25.4234,0.7039,192.0,1.64,0.149
387,0387.png,25,256,256,28.6704,0.822733,0.4511,53.2074,16,0.4591,27.5731,0.789455,21,0.449,28.3867,0.815356,192.0,3.61,0.157
387,0387.png,50,256,256,30.3993,0.869305,0.7616,31.514,38,0.7659,29.9405,0.85898,44,0.7695,30.3114,0.867198,192.0,6.09,0.165
387,0387.png,75,256,256,31.9031,0.901483,1.2007,19.9884,70,1.2094,31.7714,0.89828,72,1.2076,31.9565,0.901191,192.0,9.61,0.183
387,0387.png,90,256,256,34.0542,0.9349,2.1261,11.2885,89,2.1543,34.4202,0.937222,89,2.1091,34.4202,0.937222,192.0,17.01,0.21
388,0388.png,10,256,256,25.5711,0.71935,0.2928,81.967,5,0.304,22.853,0.577405,8,0.2839,24.7845,0.684091,192.0,2.34,0.153
388,0388.png,25,256,256,28.1661,0.812052,0.6009,39.9407,17,0.5922,27.2131,0.782904,22,0.6046,27.8683,0.807122,192.0,4.81,0.163
388,0388.png,50,256,256,29.9776,0.860405,0.9841,24.387,41,0.9879,29.5795,0.849478,45,0.9847,29.8482,0.857411,192.0,7.87,0.172
388,0388.png,75,256,256,31.9662,0.895847,1.5292,15.6944,71,1.5334,31.891,0.896785,73,1.5488,32.1039,0.900002,192.0,12.23,0.188
388,0388.png,90,256,256,34.885,0.935078,2.5677,9.347,89,2.5994,35.2169,0.940686,89,2.54,35.2169,0.940686,192.0,20.54,0.225
389,0389.png,10,256,256,28.3963,0.813618,0.2345,102.3334,1,0.2458,23.0933,0.642262,7,0.2302,27.0608,0.776314,192.0,1.88,0.146
389,0389.png,25,256,256,31.544,0.893506,0.4509,53.2272,14,0.4463,29.6127,0.852947,20,0.4484,30.7962,0.878513,192.0,3.61,0.155
389,0389.png,50,256,256,34.0168,0.930724,0.7053,34.0299,36,0.7084,33.048,0.916363,42,0.7085,33.5621,0.92419,192.0,5.64,0.16
389,0389.png,75,256,256,36.4385,0.954489,1.0676,22.4804,69,1.0751,35.7468,0.948627,71,1.0676,36.0651,0.950965,192.0,8.54,0.177
389,0389.png,90,256,256,40.1012,0.975905,1.8097,13.2616,88,1.7982,39.6691,0.973268,89,1.8103,40.0493,0.974815,192.0,14.48,0.198
390,0390.png,10,256,256,23.5826,0.746159,0.3747,64.0469,5,0.3667,21.3455,0.630004,8,0.369,23.0707,0.719124,192.0,3.0,0.157
390,0390.png,25,256,256,26.1468,0.844003,0.7652,31.3651,18,0.7603,25.397,0.818923,22,0.7655,25.9732,0.837629,192.0,6.12,0.169
390,0390.png,50,256,256,27.7946,0.882635,1.2168,19.7242,40,1.2103,27.53,0.877312,45,1.2205,27.8198,0.882939,192.0,9.73,0.182
390,0390.png,75,256,256,29.451,0.91477,1.8633,12.8802,71,1.8782,29.517,0.915128,72,1.8455,29.5977,0.916552,192.0,14.91,0.199
390,0390.png,90,256,256,31.8625,0.945289,3.0964,7.7508,89,3.1437,32.2659,0.949172,89,3.0601,32.2659,0.949172,192.0,24.77,0.235
391,0391.png,10,256,256,29.528,0.815176,0.1395,172.067,1,0.2291,24.6279,0.493857,6,0.1426,28.4241,0.788532,192.0,1.12,0.143
391,0391.png,25,256,256,32.0677,0.888778,0.2805,85.5748,9,0.2778,29.3605,0.808159,21,0.2856,31.9744,0.880662,192.0,2.24,0.148
391,0391.png,50,256,256,35.3476,0.93592,0.4623,51.9166,31,0.4589,33.5548,0.90969,42,0.464,34.7794,0.928518,192.0,3.7,0.154
391,0391.png,75,256,256,37.9392,0.955892,0.7169,33.4766,66,0.7166,36.8235,0.948062,70,0.7104,37.3493,0.951028,192.0,5.74,0.234
391,0391.png,90,256,256,41.3464,0.973387,1.2862,18.6601,88,1.2732,40.7321,0.969303,89,1.2848,40.9971,0.970545,192.0,10.29,0.186
392,0392.png,10,256,256,20.0089,0.650768,0.5103,47.0298,6,0.5087,19.2313,0.594011,9,0.5295,19.988,0.642267,192.0,4.08,0.158
392,0392.png,25,256,256,22.2828,0.779163,1.061,22.6204,20,1.0553,21.9084,0.756582,23,1.068,22.3203,0.77368,192.0,8.49,0.176
392,0392.png,50,256,256,24.8361,0.858195,1.7262,13.9038,43,1.7184,24.4696,0.849667,46,1.7334,24.7568,0.856067,192.0,13.81,0.195
392,0392.png,75,256,256,27.7085,0.912456,2.6082,9.2016,72,2.6212,27.6159,0.913527,73,2.6239,27.7836,0.915838,192.0,20.87,0.226
392,0392.png,90,256,256,30.9283,0.953732,4.0953,5.8604,89,4.139,31.3001,0.956899,89,4.0281,31.3001,0.956899,192.0,32.76,0.272
393,0393.png,10,256,256,25.2009,0.77011,0.3135,76.557,5,0.3245,22.9855,0.688527,8,0.3118,24.3589,0.751566,192.0,2.51,0.156
393,0393.png,25,256,256,28.2659,0.855934,0.6235,38.4921,17,0.6157,27.1325,0.825584,21,0.6147,27.8159,0.843389,192.0,4.99,0.162
393,0393.png,50,256,256,30.7552,0.902121,0.9912,24.2128,40,0.9822,30.0302,0.890165,44,0.9874,30.4161,0.896757,192.0,7.93,0.171
393,0393.png,75,256,256,33.4862,0.936668,1.5196,15.7936,71,1.5281,33.0687,0.932355,72,1.5106,33.1927,0.933736,192.0,12.16,0.198
393,0393.png,90,256,256,37.7976,0.968589,2.5797,9.3034,89,2.5999,37.4725,0.966977,89,2.5488,37.4725,0.966977,192.0,20.64,0.228
394,0394.png,10,256,256,22.758,0.410619,0.2106,113.9509,1,0.2173,19.0642,0.210966,9,0.2253,22.7453,0.395677,192.0,1.68,0.149
394,0394.png,25,256,256,24.7131,0.667917,0.6789,35.3492,18,0.6741,24.1775,0.595015,23,0.6805,24.8192,0.665996,192.0,5.43,0.163
394,0394.png,50,256,256,27.5202,0.829968,1.2528,19.1572,39,1.2563,26.6854,0.793715,46,1.2566,27.4067,0.82684,192.0,10.02,0.18
394,0394.png,75,256,256,31.0564,0.923087,2.0048,11.9714,70,1.994,30.2165,0.90856,73,2.0062,30.7383,0.918398,192.0,16.04,0.212
394,0394.png,90,256,256,35.9945,0.974207,3.3228,7.2228,89,3.3281,35.447,0.971142,89,3.2573,35.447,0.971142,192.0,26.58,0.249
395,0395.png,10,256,256,28.9269,0.665246,0.1287,186.4688,1,0.209,24.4322,0.483078,7,0.1274,27.4967,0.602652,192.0,1.03,0.142
395,0395.png,25,256,256,32.1265,0.801953,0.3652,65.725,15,0.3625,30.4977,0.730522,22,0.3677,31.6916,0.787071,192.0,2.92,0.153
395,0395.png,50,256,256,34.2316,0.872523,0.6961,34.4783,37,0.6964,33.3406,0.846582,45,0.6993,33.9237,0.864453,192.0,5.57,0.161
395,0395.png,75,256,256,36.2161,0.917809,1.1547,20.7847,69,1.1588,35.6273,0.906761,72,1.1456,35.9293,0.912984,192.0,9.24,0.181
395,0395.png,90,256,256,39.501,0.960287,2.1249,11.2948,89,2.1245,39.0483,0.95646,89,2.0696,39.0483,0.95646,192.0,17.0,0.208
396,0396.png,10,256,256,30.1267,0.774229,0.1133,211.8906,1,0.2139,24.0381,0.580224,5,0.1121,26.2772,0.677311,192.0,0.91,0.143
396,0396.png,25,256,256,34.2309,0.864094,0.252,95.227,8,0.2527,28.9701,0.742473,19,0.2521,33.3301,0.844934,192.0,2.02,0.146
396,0396.png,50,256,256,36.5522,0.905402,0.4405,54.479,31,0.4434,35.2661,0.884533,42,0.4448,36.2686,0.902217,192.0,3.52,0.155
396,0396.png,75,256,256,38.3798,0.93152,0.7297,32.8893,67,0.7299,38.0955,0.928076,71,0.7368,38.4632,0.933351,192.0,5.84,0.163
396,0396.png,90,256,256,40.4005,0.954318,1.3852,17.3265,88,1.3708,40.5246,0.954699,89,1.3792,40.7227,0.956236,192.0,11.08,0.183
397,0397.png,10,256,256,25.1046,0.671403,0.2803,85.6307,5,0.2911,22.8063,0.532795,8,0.2666,24.5728,0.629966,192.0,2.24,0.149
